,0
0,0
1,9
2,13
3,14
4,16
5,22
6,29
7,34
8,36
9,38
10,47
11,51
12,56
13,60
14,65
15,68
16,70
17,71
18,73
19,75
20,79
21,81
22,84
23,85
24,88
25,89
26,91
27,92
28,101
29,102
30,107
31,110
32,112
33,114
34,115
35,117
36,118
37,123
38,124
39,125
40,126
41,129
42,131
43,138
44,139
45,145
46,147
47,151
48,153
49,156
50,157
51,158
52,159
53,161
54,166
55,167
56,170
57,172
58,173
59,180
60,181
61,187
62,188
63,190
64,191
65,192
66,193
67,194
68,195
69,196
70,199
71,203
72,205
73,207
74,208
75,211
76,212
77,213
78,214
79,215
80,220
81,221
82,224
83,225
84,226
85,227
86,229
87,230
88,231
89,232
90,233
91,236
92,237
93,239
94,240
95,246
96,249
97,250
98,252
99,253
100,258
101,259
102,260
103,261
104,262
105,264
106,265
107,266
108,267
109,269
110,271
111,272
112,273
113,274
114,276
115,279
116,280
117,281
118,282
119,284
120,285
121,286
122,287
123,290
124,293
125,294
126,295
127,296
128,298
129,299
130,300
131,301
132,302
133,303
134,304
135,305
136,306
137,307
138,309
139,310
140,311
141,312
142,313
143,314
144,315
145,317
146,319
147,320
148,321
149,322
150,323
151,324
152,325
153,326
154,327
155,328
156,330
157,331
158,332
159,333
160,334
161,335
162,336
163,337
164,339
165,340
166,341
167,342
168,343
169,344
170,345
171,346
172,347
173,348
174,349
175,350
176,351
177,352
178,353
179,354
180,355
181,356
182,357
183,358
184,359
