,0,1,2,3,4,5,6,7,8,9,10,11
0,0.3214232444498107,-1.0,-0.08891239440241264,-0.20368785557165225,-0.3794086570282258,0.7792663163378983,-0.6628322195051888,0.027970929537774025,-1.0,-0.8041616128111242,-0.22859267443351372,0.8467490248519376
1,0.3348587511229969,-1.0,-0.09494366976948715,-0.2099628527127747,-0.3886042630423373,0.7822798027311013,-0.6982655111173124,0.034594786032637104,-1.0,-0.8013701330129803,-0.22534920380036438,0.8397432701155503
2,0.34837464474847046,-1.0,-0.10098713005822746,-0.21569661018445196,-0.39756250104309376,0.7849278266272287,-0.7334589246190218,0.04187907221320175,-1.0,-0.7985395792176809,-0.22226406550412492,0.8326358344484283
3,0.3619670298006699,-1.0,-0.10704233044601552,-0.22088564145300238,-0.4062801536444218,0.7872035780968382,-0.7683587738180303,0.04981589318010815,-1.0,-0.7956707517052559,-0.2193380270480717,0.825429018690469
4,0.3756319887078179,-1.0,-0.11310882524611635,-0.2255267912171448,-0.4147540898674311,0.7891012045843848,-0.8029118203430488,0.058396646799775076,-1.0,-0.7927644615768306,-0.2165718163555218,0.8181251558531845
5,0.3893655829810363,-1.0,-0.11918616794048123,-0.2296172373266474,-0.4229812662649185,0.7906158259592522,-0.837065354856867,0.06761203302761598,-1.0,-0.7898215305253028,-0.21396612158874406,0.8107266103644516
6,0.40316385434949065,-1.0,-0.12527391121261372,-0.23315449249839693,-0.43095872801443336,0.7917435470659964,-0.8707672774624083,0.0774520639876709,-1.0,-0.7868427906030274,-0.21152159097776213,0.803235777303092
7,0.41702282590123474,-1.0,-0.13137160698049277,-0.23613640582884388,-0.43868360997951306,0.7924814677415263,-0.9039661771791109,0.08790607479772605,-1.0,-0.7838290839865703,-0.2092388326590916,0.7956550816235317
8,0.4309385032294293,-1.0,-0.13747880642955507,-0.23856116410190498,-0.44615313773870935,0.7928276902734606,-0.9366114103683907,0.09896273512819187,-1.0,-0.7807812627386003,-0.207118414524451,0.7879869773707859
9,0.4449068755836023,-1.0,-0.1435950600457288,-0.24042729289152887,-0.4533646285820305,0.7927813242804783,-0.9686531779885545,0.11061006148220909,-1.0,-0.7777001885669867,-0.20516086407948475,0.7802339468860293
10,0.4589239170256201,-1.0,-0.14971991764851866,-0.24173365745825137,-0.46031549247444936,0.7923424890021157,-1.0,0.12283543018367649,-1.0,-0.7745867325811695,-0.20336666831253403,0.7723985000030058
11,0.4729855875900354,-1.0,-0.1558529284241427,-0.24247946343919868,-0.4670032329861229,0.7915123129921167,-1.0,0.13562559105911876,-1.0,-0.7714417750458705,-0.20173627357348545,0.7644831732355368
12,0.48708783444847903,-1.0,-0.16199364095871288,-0.24266425733111652,-0.47342544818899523,0.7902929312161293,-1.0,0.14896668179857125,-1.0,-0.7682662051322179,-0.20027008546273173,0.7564905289563939
13,0.5012265930777583,-1.0,-0.16814160327146152,-0.2422879267661323,-0.4795798315194597,0.7886874795612085,-1.0,0.16284424297991273,-1.0,-0.7650609206663508,-0.1989684687302682,0.7484231545678001
14,0.515397788431326,-1.0,-0.1742963628480076,-0.24135070058008312,-0.48546417260676966,0.7867000867712488,-1.0,0.17724323374036383,-1.0,-0.7618268278755782,-0.19783174718495222,0.7402836616638289
15,0.5295973361137831,-1.0,-0.1804574666736655,-0.23985314867336704,-0.4910763580669021,0.784335863829083,-1.0,0.1921480480781672,-1.0,-0.7585648411321619,-0.19686020361394818,0.7320746851849698
16,0.5438211435580755,-1.0,-0.18662446126678772,-0.23779618166440308,-0.49641437226158747,0.7816008908125555,-1.0,0.20754253176677867,-1.0,-0.7552758826947968,-0.1960540797123771,0.7237988825651399
17,0.5580651112050461,-1.0,-0.192796892712142,-0.23518105033591008,-0.5014762980222347,0.7785022012583712,-1.0,0.22340999986323978,-1.0,-0.7519608824478616,-0.1954135760231891,0.7154589328714099
18,0.5723251336850015,-1.0,-0.19897430669432317,-0.23200934487434155,-0.5062603173384888,0.7750477640739328,-1.0,0.23973325479175334,-1.0,-0.7486207776385132,-0.19493885188727367,0.707057535936729
19,0.5865971010009545,-1.0,-0.20515624853119133,-0.22828299390293927,-0.5107647120111768,0.7712464630436817,-1.0,0.25649460498286597,-1.0,-0.7452565126116998,-0.19463002540381946,0.698597411485928
20,0.6008768997132,-1.0,-0.2113422632073388,-0.22400426330899204,-0.514987864269406,0.7671080739826486,-1.0,0.2736758840480512,-1.0,-0.741869038543167,-0.19448717340093424,0.6900812982552803
21,0.6151604141248822,-1.0,-0.21753189540757983,-0.21917575486601526,-0.5189282573515923,0.7626432395959662,-1.0,0.291258470468916,-1.0,-0.738459313170533,-0.1945103314165325,0.6815119531059117
22,0.6294435274682133,-1.0,-0.2237246895504656,-0.21380040465168637,-0.522584476050211,0.7578634421089988,-1.0,0.309223307779688,-1.0,-0.7350283005225076,-0.1946994936894938,0.6728921501313412
23,0.6437221230910009,-1.0,-0.2299201898218157,-0.20788148126250028,-0.5259552072200742,0.7527809737384754,-1.0,0.3275509252211097,-1.0,-0.7315769706463338,-0.1950546131610965,0.6642246797594414
24,0.6579920856431413,-1.0,-0.23611794020826707,-0.2014225838262299,-0.5290392402499522,0.7474089050805667,-1.0,0.34622145884335576,-1.0,-0.7281062993335269,-0.1955756014867247,0.6555123478491158
25,0.6722493022627385,-1.0,-0.24231748453084015,-0.19442763981339917,-0.5318354674973689,0.7417610514972011,-1.0,0.36521467303509975,-1.0,-0.7246172678439898,-0.19626232905784602,0.6467579747819762
26,0.6864896637615052,-1.0,-0.2485183664785143,-0.18690090264910042,-0.5343428846864161,0.735851937587065,-1.0,0.3845099824553974,-1.0,-0.7211108626285826,-0.1971146250342547,0.6379643945493201
27,0.7007090658091055,-1.0,-0.2547201296418147,-0.17884694912660948,-0.5365605912684432,0.7296967598326578,-1.0,0.4040864743446161,-1.0,-0.7175880750502236,-0.19813227738657269,0.6291344538347043
28,0.7149034101160974,-1.0,-0.26092231754640455,-0.17027067662436757,-0.5384877907454926,0.7233113475194607,-1.0,0.4239229311902295,-1.0,-0.7140499011036026,-0.19931503294899688,0.6202710110924073
29,0.7290686056151336,-1.0,-0.2671244736866854,-0.1611773001280269,-0.5401237909563649,0.7167121220277253,-1.0,0.44399785372291045,-1.0,-0.7104973411335839,-0.2006625974822801,0.6113769356220822
30,0.7432005696400823,-1.0,-0.2733261415593969,-0.151572349059366,-0.5414680043252116,0.7099160546015699,-1.0,0.46428948421800065,-1.0,-0.7069313995523797,-0.20217463574693062,0.6024551066398977
31,0.7572952291027244,-1.0,-0.2795268646972159,-0.14146166391400783,-0.5425199480725651,0.702940622703991,-1.0,0.48477583007709935,-1.0,-0.7033530845555741,-0.20385077158661102,0.5935084123464717
32,0.7713485216666922,-1.0,-0.28572618670235667,-0.13085139270998136,-0.5432792443887309,0.6958037650700288,-1.0,0.5054346876642157,-1.0,-0.6997634078370756,-0.20569058802171591,0.584539748991893
33,0.7853563969183079,-1.0,-0.29192365128016196,-0.11974798724928748,-0.5437456205694794,0.6885238355736792,-1.0,0.5262436663706481,-1.0,-0.6961633843030827,-0.20769362735310648,0.5755520199381393
34,0.7993148175339868,-1.0,-0.298118802272689,-0.10815819919474345,-0.5439189091139885,0.6811195560271918,-1.0,0.5471802128825107,-1.0,-0.6925540317851404,-0.20985939127597364,0.5665481347191925
35,0.8132197604438662,-0.9763876665451128,-0.3043111836922829,-0.09608907596449046,-0.5437990477850024,0.67360996803414,-1.0,0.568221635624602,-1.0,-0.688936370752369,-0.21218734100380354,0.5575310080991557
36,0.8270672179913287,-0.9463945383964404,-0.3105003397551413,-0.08354795644665902,-0.5433860796311843,0.6660143840200834,-1.0,0.5893451293541275,-1.0,-0.6853114240229482,-0.21467689740241436,0.5485035591286768
37,0.8408531990880792,-0.9162300568215603,-0.3166858149148611,-0.07054246653680374,-0.5426801529716555,0.6583523375667564,-1.0,0.6105277998776156,-1.0,-0.681680216474936,-0.2173274411340297,0.5394687101999849
38,0.8545737303644508,-0.8859394417261234,-0.322867153895967,-0.057080514500811974,-0.5416815213427253,0.6506435331775088,-1.0,0.6317466888642412,-1.0,-0.6780437747565068,-0.22013831281135332,0.5304293861008461
39,0.8682248573146019,-0.8555681021039251,-0.3290439017274239,-0.0431702861661164,-0.5403905434068335,0.6429077956031869,-1.0,0.6529787987286652,-1.0,-0.674403126995687,-0.22310881316160924,0.5213885130677417
40,0.8818026454362744,-0.825161567963787,-0.3352156037761233,-0.028820239944125303,-0.5388076828237344,0.6351650188587741,-1.0,0.6742011175564157,-1.0,-0.6707593025096742,-0.22623820320050148,0.5123490178385777
41,0.8953031813647916,-0.7947654220750184,-0.3413818057803465,-0.014039101686907474,-0.5369335080839721,0.6274351150619045,-1.0,0.6953906440448017,-1.0,-0.6671133315138182,-0.2295257044160549,0.503313826705234
